id,city,price,area,years_of_construction,number_of_rooms,have_balcony,have_garage,rating,category
6461,Lyon,658713,131,2006,3,1,0,3.5,medium
6462,Marseille,331195,92,2006,1,1,0,2.5,medium
6463,Lyon,393030,85,2011,1,1,1,3.2,low
6464,Marseille,506152,98,2024,1,0,0,3.3,high
6465,Marseille,145216,60,2009,1,0,0,1.9999999999999998,low
6466,Marseille,188692,60,2019,2,0,0,3.0999999999999996,medium
6467,Lyon,300076,70,2006,1,0,0,2.6000000000000005,medium
6468,Paris,719835,56,2021,2,1,0,4.6,high
6469,Paris,781807,86,2017,2,0,0,3.8,medium
6470,Marseille,489343,102,2008,3,0,0,3.5999999999999996,high
6471,Marseille,370753,122,2006,2,1,0,2.5999999999999996,low
6472,Marseille,547078,127,2014,2,0,1,3.5999999999999996,medium
6473,Paris,581338,40,2019,1,0,0,4.0,high
6474,Paris,915782,90,2022,1,0,0,3.5,medium
6475,Marseille,257402,130,2005,2,1,0,2.5999999999999996,low
6476,Paris,646173,58,2013,1,0,0,3.7,high
6477,Marseille,323952,79,2015,1,0,0,2.5,medium
6478,Paris,214685,32,2020,1,0,0,2.7,low
6479,Lyon,538611,80,2015,1,1,0,3.7,high
6480,Paris,510038,46,2022,1,0,0,3.5,medium
6481,Lyon,448257,101,2016,2,1,1,4.1,low
6482,Lyon,277000,50,2020,1,0,0,3.2,medium
6483,Paris,670221,61,2009,2,1,0,3.8,medium
6484,Marseille,538727,130,2011,3,0,1,3.5999999999999996,medium
6485,Marseille,406234,79,2009,2,0,0,3.3,high
6486,Paris,307403,35,2013,1,0,0,2.9000000000000004,medium
6487,Marseille,354607,83,2013,1,1,0,2.8,medium
6488,Paris,507715,50,2010,1,0,0,3.2,medium
6489,Marseille,696519,169,2014,4,0,1,3.8999999999999995,medium
6490,Marseille,774115,157,2013,3,1,1,3.8999999999999995,medium
6491,Lyon,339578,64,2011,1,0,0,2.9000000000000004,medium
6492,Paris,1303785,100,2024,3,0,0,4.3,high
6493,Lyon,517639,77,2012,2,1,0,4.0,high
6494,Paris,477356,40,2020,1,0,0,4.0,high
6495,Paris,806328,73,2021,1,1,0,3.8,medium
6496,Lyon,804282,110,2015,2,0,1,4.5,high
6497,Lyon,429095,102,2008,2,1,1,3.8,low
6498,Paris,388466,38,2018,1,0,0,3.2,medium
6499,Marseille,938139,180,2019,3,0,1,3.8999999999999995,medium
6500,Lyon,578467,97,2018,2,0,0,4.0,high
6501,Lyon,360416,50,2021,2,0,0,4.0,high
6502,Marseille,331570,97,2005,2,1,1,2.8,low
6503,Lyon,406951,77,2006,2,1,0,3.2,medium
6504,Marseille,493788,108,2019,2,1,1,4.199999999999999,medium
6505,Lyon,343728,65,2014,1,0,0,2.9000000000000004,medium
6506,Lyon,325787,50,2018,1,1,0,4.0,high
6507,Paris,622505,69,2021,2,0,0,3.8,medium
6508,Marseille,278182,60,2022,2,0,0,3.5999999999999996,high
6509,Lyon,572286,91,2017,1,1,1,4.0,medium
6510,Lyon,706110,120,2006,2,1,0,3.5,medium
6511,Lyon,609406,102,2009,3,1,1,4.3,medium
6512,Paris,699892,93,2012,2,0,0,3.5,medium
6513,Paris,608584,60,2005,1,0,0,2.9000000000000004,medium
6514,Paris,526537,64,2007,2,0,0,3.2,medium
6515,Paris,554404,45,2017,1,0,0,4.0,high
6516,Lyon,755367,115,2009,3,1,0,4.3,high
6517,Paris,986158,82,2023,1,1,0,3.8,medium
6518,Lyon,620105,82,2018,1,1,1,4.5,high
6519,Paris,950616,100,2005,3,0,1,3.7,medium
6520,Marseille,506906,98,2013,1,0,0,3.0,high
6521,Paris,695516,52,2019,2,0,0,4.3,high
6522,Lyon,531483,100,2023,3,1,0,3.8,medium
6523,Paris,666343,55,2007,1,1,0,3.2,medium
6524,Lyon,559719,100,2014,2,1,0,3.5,medium
6525,Marseille,492950,97,2019,2,0,0,3.5999999999999996,high
6526,Marseille,562274,140,2011,2,1,0,3.3999999999999995,medium
6527,Lyon,889002,135,2010,3,1,1,4.3,medium
6528,Paris,721931,58,2018,1,0,0,4.0,high
6529,Marseille,486768,111,2016,2,0,0,3.3999999999999995,medium
6530,Marseille,627497,153,2013,3,0,0,3.0999999999999996,medium
6531,Marseille,246173,70,2007,1,1,0,2.5,medium
6532,Marseille,321706,91,2015,2,1,1,3.0999999999999996,low
6533,Marseille,274455,75,2015,2,1,0,3.0999999999999996,medium
6534,Lyon,220128,50,2012,2,0,0,3.2,medium
6535,Lyon,277221,72,2005,2,1,0,2.7,low
6536,Paris,609110,51,2010,2,0,0,4.0,high
6537,Paris,663698,72,2007,2,1,0,3.5,medium
6538,Marseille,397649,68,2018,1,1,0,3.5999999999999996,high
6539,Paris,651458,68,2013,2,0,0,3.5,medium
6540,Marseille,514335,105,2017,2,0,1,3.8999999999999995,medium
6541,Marseille,923494,180,2020,3,1,1,4.199999999999999,medium
6542,Paris,935170,74,2019,1,1,0,4.3,high
6543,Lyon,499820,106,2018,2,1,0,4.1,medium
6544,Marseille,309749,67,2019,1,1,0,3.0999999999999996,medium
6545,Paris,377701,33,2005,1,0,0,3.1000000000000005,high
6546,Paris,404445,33,2023,1,0,0,3.7,high
6547,Paris,605138,48,2023,1,0,0,4.0,high
6548,Marseille,643290,152,2006,3,1,0,3.0999999999999996,medium
6549,Paris,568755,40,2017,1,0,0,4.0,high
6550,Marseille,515701,143,2012,2,1,0,3.3999999999999995,medium
6551,Lyon,335515,50,2023,1,1,0,4.0,high
6552,Lyon,220539,50,2009,2,1,0,3.5,medium
6553,Paris,399569,34,2017,1,0,0,3.7,high
6554,Marseille,443371,121,2008,3,1,1,3.3999999999999995,low
6555,Marseille,714189,121,2015,2,1,1,4.3999999999999995,high
6556,Marseille,441071,90,2007,2,1,1,3.3,medium
6557,Paris,453763,41,2018,1,0,0,3.5,medium
6558,Lyon,846841,120,2024,2,1,0,4.6,high
6559,Paris,531770,50,2013,1,0,0,3.2,medium
6560,Paris,786897,64,2017,1,0,0,4.0,high
6561,Lyon,764498,126,2013,2,0,0,4.0,high
6562,Marseille,148051,60,2008,2,0,0,2.3,low
6563,Marseille,190969,60,2021,1,0,0,2.8,medium
6564,Lyon,549693,83,2015,2,1,1,4.0,medium
6565,Paris,602649,59,2017,1,0,0,3.5,medium
6566,Marseille,155782,60,2006,1,0,0,1.6999999999999997,low
6567,Paris,769589,65,2015,1,0,0,3.7,high
6568,Paris,1135404,92,2014,1,0,0,3.7,high
6569,Lyon,577520,102,2006,2,1,1,4.0,medium
6570,Marseille,450347,108,2009,3,1,1,3.8999999999999995,medium
6571,Paris,285591,37,2005,1,0,0,2.6000000000000005,medium
6572,Lyon,658523,110,2013,3,1,1,4.3,medium
6573,Marseille,1037878,168,2022,4,1,0,4.499999999999999,high
6574,Lyon,309200,50,2021,2,0,0,4.0,high
6575,Paris,544636,44,2022,1,0,0,4.0,high
6576,Paris,461781,36,2021,1,0,0,3.7,high
6577,Paris,848014,74,2012,1,0,0,3.7,high
6578,Marseille,339748,64,2024,1,0,0,3.3,high
6579,Marseille,905939,172,2013,4,1,0,4.199999999999999,high
6580,Marseille,374964,72,2019,2,1,0,3.8999999999999995,high
6581,Paris,400811,33,2024,1,0,0,3.7,high
6582,Marseille,813375,175,2019,4,0,1,4.199999999999999,medium
6583,Marseille,223186,68,2019,2,1,0,3.3999999999999995,medium
6584,Marseille,1152094,180,2019,3,1,0,4.199999999999999,high
6585,Marseille,432973,85,2024,1,0,1,3.3,medium
6586,Lyon,257615,80,2010,2,1,0,3.0,low
6587,Marseille,239653,60,2010,2,0,0,2.8,medium
6588,Lyon,264350,53,2009,1,1,0,3.2,medium
6589,Marseille,298037,68,2012,1,0,0,2.5,medium
6590,Marseille,397155,92,2006,2,1,1,3.3,medium
6591,Paris,531081,59,2008,1,0,0,3.2,medium
6592,Marseille,357198,60,2016,1,1,0,3.5999999999999996,high
6593,Lyon,416159,85,2019,1,0,1,3.7,medium
6594,Lyon,228614,50,2014,2,0,0,3.2,medium
6595,Marseille,567902,92,2024,2,0,0,3.5999999999999996,high
6596,Marseille,334612,60,2016,2,1,0,3.8999999999999995,high
6597,Paris,402670,45,2007,1,0,0,2.9000000000000004,medium
6598,Marseille,657581,134,2019,2,0,0,3.8999999999999995,high
6599,Paris,223981,20,2008,1,0,0,3.4000000000000004,high
6600,Marseille,614159,99,2015,1,1,0,3.3,high
6601,Marseille,339760,62,2024,1,0,0,3.3,high
6602,Paris,926490,82,2023,1,0,0,4.0,high
6603,Paris,452873,51,2006,2,0,0,3.2,medium
6604,Marseille,447703,102,2007,3,0,0,2.8,medium
6605,Paris,785583,74,2008,2,1,0,3.8,medium
6606,Paris,423527,42,2009,1,0,0,3.2,medium
6607,Lyon,324959,54,2023,2,1,0,3.8,medium
6608,Marseille,333941,77,2006,1,1,0,2.5,medium
6609,Marseille,320803,60,2015,1,0,0,3.0,high
6610,Paris,553592,48,2019,1,0,0,4.0,high
6611,Paris,168824,20,2014,1,0,0,2.9000000000000004,medium
6612,Lyon,282381,50,2006,2,0,0,2.9000000000000004,medium
6613,Lyon,747717,133,2021,3,0,0,3.8,medium
6614,Marseille,277990,67,2021,1,0,0,2.8,medium
6615,Lyon,356336,62,2021,2,1,0,3.8,medium
6616,Lyon,582620,97,2012,1,1,1,3.7,medium
6617,Paris,758501,71,2009,2,1,0,3.8,medium
6618,Lyon,567281,108,2007,2,1,0,3.5,medium
6619,Lyon,326183,57,2005,2,1,0,3.2,medium
6620,Paris,653459,74,2006,1,0,0,2.9000000000000004,medium
6621,Lyon,396734,72,2022,2,1,0,3.8,medium
6622,Marseille,447388,142,2007,3,0,1,2.8,low
6623,Paris,799961,71,2017,1,1,0,3.8,medium
6624,Lyon,250086,50,2007,2,1,0,3.2,medium
6625,Paris,596340,57,2020,2,0,0,3.8,medium
6626,Paris,473704,33,2019,1,0,0,3.7,high
6627,Marseille,359070,79,2007,2,1,0,2.8,medium
6628,Marseille,294892,69,2007,2,0,0,2.5,medium
6629,Marseille,243318,67,2010,1,0,0,2.5,medium
6630,Paris,622676,59,2008,2,0,0,3.5,medium
6631,Paris,588880,62,2011,1,0,0,3.2,medium
6632,Paris,639775,62,2010,2,0,0,3.5,medium
6633,Marseille,514609,114,2024,2,1,1,4.199999999999999,medium
6634,Marseille,680584,110,2007,2,0,1,3.8,high
6635,Paris,547701,51,2017,2,0,0,3.8,medium
6636,Paris,691114,66,2016,2,0,0,3.8,medium
6637,Paris,599985,62,2005,2,0,0,3.2,medium
6638,Lyon,319864,64,2010,1,0,0,2.9000000000000004,medium
6639,Lyon,1143794,141,2021,2,1,0,4.6,high
6640,Paris,732143,75,2009,1,0,0,3.2,medium
6641,Marseille,359287,79,2016,1,1,0,3.0999999999999996,medium
6642,Lyon,271357,50,2005,2,0,0,2.9000000000000004,medium
6643,Marseille,248023,60,2007,1,0,0,2.2,medium
6644,Lyon,270171,50,2019,2,0,0,3.5,medium
6645,Marseille,405311,109,2009,2,0,0,3.0999999999999996,medium
6646,Lyon,490996,99,2008,1,0,1,3.4000000000000004,medium
6647,Marseille,256685,90,2021,2,1,0,2.8999999999999995,low
6648,Lyon,476365,74,2008,1,1,0,3.7,high
6649,Marseille,1010537,151,2018,3,1,0,4.199999999999999,high
6650,Marseille,642957,131,2017,3,1,1,4.199999999999999,medium
6651,Paris,497289,53,2011,2,0,0,3.5,medium
6652,Lyon,352594,50,2017,1,0,0,3.7,high
6653,Marseille,297445,80,2023,2,0,0,3.0999999999999996,medium
6654,Paris,713884,57,2021,2,0,0,4.3,high
6655,Paris,746957,57,2023,2,0,0,4.3,high
6656,Marseille,170805,60,2018,2,0,0,2.5999999999999996,low
6657,Lyon,337196,50,2021,1,0,0,3.7,high
6658,Paris,646161,59,2021,2,0,0,3.8,medium
6659,Marseille,476495,144,2015,3,1,0,3.3999999999999995,medium
6660,Lyon,715750,108,2016,3,0,1,4.3,medium
6661,Marseille,592142,148,2011,2,0,0,3.0999999999999996,medium
6662,Marseille,262121,63,2008,2,0,0,2.8,medium
6663,Marseille,302016,71,2020,1,1,0,3.0999999999999996,medium
6664,Marseille,300467,74,2018,1,1,0,3.0999999999999996,medium
6665,Marseille,507329,128,2010,3,1,1,3.8999999999999995,medium
6666,Paris,725105,53,2021,1,1,0,4.3,high
6667,Lyon,226721,50,2007,1,1,0,2.9000000000000004,medium
6668,Marseille,378902,73,2021,1,1,0,3.5999999999999996,high
6669,Paris,708216,79,2014,2,0,0,3.5,medium
6670,Paris,236493,22,2024,1,0,0,3.2,medium
6671,Paris,422280,49,2007,1,0,0,2.9000000000000004,medium
6672,Marseille,458195,107,2006,2,0,1,3.3,medium
6673,Marseille,235967,60,2015,1,1,0,2.8,medium
6674,Lyon,618017,117,2010,2,1,0,3.8,medium
6675,Marseille,483780,109,2013,2,1,0,3.3999999999999995,medium
6676,Lyon,286536,55,2018,1,0,0,3.2,medium
6677,Paris,436268,39,2013,1,0,0,3.4000000000000004,high
6678,Paris,655468,58,2008,1,0,0,3.7,high
6679,Marseille,360295,106,2007,3,0,1,2.8,low
6680,Marseille,291087,60,2015,1,0,0,3.0,high
6681,Marseille,895439,156,2014,3,0,0,3.5999999999999996,high
6682,Lyon,254655,50,2020,2,1,0,3.8,medium
6683,Paris,695701,63,2017,2,0,0,3.8,medium
6684,Lyon,362494,55,2022,2,1,0,4.3,high
6685,Lyon,527602,101,2010,3,1,1,4.3,medium
6686,Marseille,290177,61,2020,1,1,0,3.0999999999999996,medium
6687,Lyon,193432,50,2020,2,1,0,3.3,low
6688,Lyon,218126,50,2021,1,0,0,3.2,medium
6689,Lyon,640439,94,2011,2,0,0,3.7,high
6690,Paris,533182,46,2010,1,0,0,3.7,high
6691,Paris,632070,59,2008,1,0,0,3.2,medium
6692,Marseille,299925,60,2015,1,1,0,3.3,high
6693,Lyon,335389,70,2019,1,1,0,3.5,medium
6694,Paris,549727,42,2021,1,0,0,4.0,high
6695,Lyon,766253,101,2016,2,1,1,5.0,high
6696,Paris,612819,48,2006,1,0,0,3.4000000000000004,high
6697,Paris,579389,61,2008,2,0,0,3.5,medium
6698,Lyon,709020,121,2012,2,1,1,4.3,medium
6699,Lyon,699982,110,2009,3,0,0,4.0,high
6700,Marseille,430904,106,2022,2,1,1,4.199999999999999,medium
6701,Paris,587293,50,2012,2,0,0,4.0,high
6702,Marseille,312845,80,2024,1,1,0,3.0999999999999996,medium
6703,Marseille,260442,75,2010,2,0,0,2.8,medium
6704,Lyon,620535,83,2022,2,1,1,4.3,medium
6705,Paris,837133,71,2017,1,0,0,4.0,high
6706,Lyon,284331,55,2011,1,1,0,3.2,medium
6707,Paris,1096293,77,2013,1,1,0,4.0,high
6708,Marseille,136953,60,2007,2,0,0,1.9999999999999998,low
6709,Lyon,404287,68,2024,1,0,0,3.7,high
6710,Paris,156528,25,2006,1,0,0,2.1000000000000005,low
6711,Paris,1100231,71,2017,2,0,0,4.3,high
6712,Lyon,750971,107,2021,2,0,1,4.8,high
6713,Paris,1015983,84,2017,2,0,0,4.3,high
6714,Marseille,629224,97,2022,2,1,1,4.3999999999999995,high
6715,Marseille,346068,60,2024,1,0,0,3.3,high
6716,Lyon,253440,83,2005,1,1,0,2.4000000000000004,low
6717,Paris,1103539,86,2023,2,0,0,4.3,high
6718,Marseille,456199,129,2005,3,1,1,3.0999999999999996,low
6719,Marseille,492280,108,2015,3,1,1,3.8999999999999995,medium
6720,Marseille,668824,115,2021,2,0,0,3.8999999999999995,high
6721,Lyon,360583,57,2008,2,1,0,3.5,medium
6722,Lyon,710353,135,2011,2,1,0,3.8,medium
6723,Marseille,687004,123,2020,2,0,1,4.3999999999999995,high
6724,Marseille,576881,129,2018,3,1,1,4.199999999999999,medium
6725,Lyon,232543,50,2007,1,0,0,2.6000000000000005,medium
6726,Marseille,320944,60,2023,2,1,0,3.8999999999999995,high
6727,Marseille,321597,105,2008,3,0,0,3.0999999999999996,medium
6728,Lyon,788280,119,2015,3,0,1,4.0,medium
6729,Lyon,570953,102,2017,2,1,1,4.6,medium
6730,Marseille,553653,107,2022,2,0,0,3.8999999999999995,high
6731,Lyon,278492,54,2016,1,0,0,3.2,medium
6732,Lyon,345816,99,2022,1,1,1,3.5,low
6733,Lyon,388204,64,2019,1,1,0,3.5,medium
6734,Lyon,411884,64,2013,2,1,0,4.0,high
6735,Marseille,539020,85,2012,1,0,0,3.0,high
6736,Marseille,115734,60,2010,2,0,0,2.3,low
6737,Marseille,241258,60,2012,2,1,0,3.0999999999999996,medium
6738,Paris,784858,62,2015,1,1,0,4.0,high
6739,Lyon,436622,110,2005,2,1,0,3.0,low
6740,Paris,320153,35,2017,1,0,0,3.2,medium
6741,Marseille,522922,133,2017,2,1,1,4.199999999999999,medium
6742,Marseille,470000,98,2012,1,0,0,3.0,high
6743,Marseille,293952,62,2005,2,0,0,3.0,high
6744,Paris,584638,44,2017,1,0,0,4.0,high
6745,Marseille,316237,60,2020,2,1,0,3.8999999999999995,high
6746,Lyon,289404,50,2012,2,0,0,3.2,medium
6747,Marseille,1121370,180,2018,4,1,0,4.499999999999999,high
6748,Marseille,464230,89,2024,2,1,1,3.8999999999999995,medium
6749,Paris,988561,100,2008,2,0,0,3.5,medium
6750,Marseille,835430,160,2020,3,1,1,4.199999999999999,medium
6751,Marseille,143146,60,2010,2,1,0,2.5999999999999996,low
6752,Paris,736118,63,2006,2,1,0,3.5,medium
6753,Lyon,484820,103,2023,2,0,0,3.8,medium
6754,Marseille,635122,131,2011,3,1,0,3.8999999999999995,high
6755,Lyon,290924,50,2017,2,1,0,3.8,medium
6756,Paris,575069,57,2015,1,0,0,3.2,medium
6757,Lyon,296606,113,2010,3,1,0,3.3,low
6758,Lyon,444265,58,2019,2,0,0,4.0,high
6759,Paris,819471,77,2011,1,0,0,3.2,medium
6760,Paris,475972,35,2015,1,0,0,3.4000000000000004,high
6761,Lyon,252712,55,2013,2,0,0,3.2,medium
6762,Marseille,375382,74,2014,2,1,0,3.5999999999999996,high
6763,Lyon,286980,59,2017,2,1,0,3.8,medium
6764,Marseille,504768,121,2009,3,1,0,3.3999999999999995,medium
6765,Lyon,512749,112,2019,3,1,0,4.1,medium
6766,Lyon,292573,67,2010,2,0,0,3.2,medium
6767,Marseille,421920,89,2008,1,0,1,3.0,medium
6768,Marseille,288406,76,2017,2,1,0,3.3999999999999995,medium
6769,Lyon,712589,125,2008,3,1,1,4.3,medium
6770,Paris,312208,27,2009,1,0,0,3.4000000000000004,high
6771,Lyon,536629,107,2022,3,1,1,4.1,low
6772,Marseille,616740,143,2007,3,1,0,3.0999999999999996,medium
6773,Lyon,490873,85,2012,2,1,1,4.0,medium
6774,Lyon,326548,50,2023,1,1,0,4.0,high
6775,Paris,543359,63,2014,1,0,0,3.2,medium
6776,Marseille,354946,60,2018,2,1,0,3.8999999999999995,high
6777,Marseille,481892,124,2006,3,0,0,2.8,medium
6778,Marseille,437301,102,2018,3,1,1,4.199999999999999,medium
6779,Lyon,1368937,150,2022,3,1,1,5.0,high
6780,Paris,532873,62,2014,1,0,0,3.2,medium
6781,Paris,1125413,88,2009,2,0,0,4.0,high
6782,Marseille,405832,112,2016,3,1,1,3.6999999999999993,low
6783,Lyon,739358,122,2008,2,1,1,4.3,medium
6784,Lyon,511629,88,2005,1,1,0,2.9000000000000004,medium
6785,Paris,591172,64,2019,1,0,0,3.5,medium
6786,Marseille,571387,119,2024,3,1,1,4.199999999999999,medium
6787,Lyon,342718,50,2024,2,0,0,4.0,high
6788,Marseille,658707,87,2013,2,1,0,1.0999999999999999,scam
6789,Paris,590862,60,2014,2,0,0,3.5,medium
6790,Paris,983566,82,2008,2,0,0,4.0,high
6791,Paris,238847,20,2015,1,0,0,3.4000000000000004,high
6792,Lyon,362315,52,2016,1,0,0,3.7,high
6793,Lyon,348275,73,2012,1,1,0,3.2,medium
6794,Marseille,317204,83,2023,1,0,1,3.3,medium
6795,Lyon,679360,105,2023,2,1,0,4.6,high
6796,Marseille,447388,108,2007,3,0,0,2.8,medium
6797,Paris,875825,71,2024,1,1,0,4.3,high
6798,Marseille,329240,64,2018,2,1,0,3.8999999999999995,high
6799,Marseille,276791,65,2017,1,0,0,2.8,medium
6800,Marseille,768775,148,2016,3,1,1,4.199999999999999,medium
6801,Lyon,473718,67,2024,1,1,0,4.0,high
6802,Lyon,250223,62,2022,1,1,0,3.0,low
6803,Lyon,319278,50,2022,1,0,0,3.7,high
6804,Lyon,392607,77,2007,1,0,0,2.6000000000000005,medium
6805,Marseille,1216943,167,2023,4,1,1,4.999999999999999,high
6806,Paris,1018057,75,2019,2,0,0,4.3,high
6807,Paris,562373,49,2020,1,0,0,4.0,high
6808,Paris,320494,37,2012,1,0,0,2.9000000000000004,medium
6809,Paris,586210,57,2013,2,1,0,3.8,medium
6810,Lyon,484055,73,2018,2,1,0,4.3,high
6811,Lyon,436160,80,2018,2,0,0,3.5,medium
6812,Lyon,463188,121,2010,2,1,1,3.8,low
6813,Marseille,335336,78,2007,1,1,0,2.5,medium
6814,Lyon,366964,73,2006,2,0,0,2.9000000000000004,medium
6815,Marseille,379685,105,2021,3,0,0,3.3999999999999995,medium
6816,Marseille,830458,180,2008,3,1,1,3.8999999999999995,medium
6817,Paris,400334,26,2024,1,0,0,3.7,high
6818,Marseille,475732,88,2014,1,1,0,3.3,high
6819,Lyon,361013,70,2016,2,1,0,3.8,medium
6820,Lyon,706043,87,2023,1,1,0,4.0,high
6821,Paris,1065960,97,2019,2,0,0,3.8,medium
6822,Lyon,559228,88,2021,1,0,1,3.7,medium
6823,Paris,689217,74,2011,1,1,0,3.5,medium
6824,Marseille,269880,60,2007,1,0,0,2.7,high
6825,Paris,594937,46,2013,1,0,0,3.7,high
6826,Paris,742494,66,2024,2,0,0,4.3,high
6827,Paris,628321,56,2012,2,0,0,4.0,high
6828,Paris,505493,34,2016,1,0,0,3.7,high
6829,Lyon,573098,89,2017,2,1,1,4.3,medium
6830,Marseille,295090,79,2019,1,0,0,2.8,medium
6831,Lyon,363107,50,2017,1,0,0,3.7,high
6832,Paris,508948,66,2009,1,0,0,3.2,medium
6833,Marseille,755269,133,2006,3,1,0,3.5999999999999996,high
6834,Lyon,228762,50,2007,2,1,0,3.2,medium
6835,Lyon,253616,60,2010,2,0,0,3.2,medium
6836,Paris,494034,63,2018,1,1,0,3.3,low
6837,Lyon,163790,50,2012,2,0,0,2.7,low
6838,Paris,683111,50,2023,1,0,0,4.0,high
6839,Marseille,221291,60,2007,2,0,0,2.5,medium
6840,Paris,623643,55,2022,2,1,0,4.1,medium
6841,Paris,293020,25,2018,1,0,0,3.7,high
6842,Marseille,621850,146,2007,3,1,0,3.0999999999999996,medium
6843,Marseille,314284,60,2019,2,1,0,3.8999999999999995,high
6844,Paris,612033,67,2019,2,0,0,3.8,medium
6845,Lyon,664050,122,2014,2,1,1,4.3,medium
6846,Paris,753351,69,2018,2,0,0,3.8,medium
6847,Lyon,849475,110,2015,2,1,0,4.3,high
6848,Lyon,239737,50,2005,2,1,0,3.2,medium
6849,Lyon,443862,102,2005,2,1,0,3.5,medium
6850,Lyon,303221,66,2023,1,0,0,3.2,medium
6851,Lyon,243018,50,2005,1,0,0,2.6000000000000005,medium
6852,Lyon,375057,51,2022,1,1,0,4.0,high
6853,Marseille,336231,60,2021,2,1,0,3.8999999999999995,high
6854,Paris,633943,51,2013,2,0,0,4.0,high
6855,Paris,655108,73,2005,2,1,0,3.5,medium
6856,Paris,744211,56,2017,1,1,0,4.3,high
6857,Marseille,396014,97,2011,1,0,0,2.5,medium
6858,Paris,229728,20,2016,1,0,0,3.7,high
6859,Lyon,710087,97,2021,1,1,1,4.0,medium
6860,Marseille,574065,130,2012,3,1,0,3.3999999999999995,medium
6861,Marseille,623035,143,2015,2,0,0,3.0999999999999996,medium
6862,Marseille,432218,130,2009,2,1,1,3.3999999999999995,low
6863,Paris,526492,44,2016,1,0,0,4.0,high
6864,Lyon,381942,78,2018,1,0,0,3.2,medium
6865,Lyon,388705,99,2013,1,0,1,2.9000000000000004,low
6866,Lyon,158969,50,2006,1,1,0,2.4000000000000004,low
6867,Paris,1005377,65,2023,1,0,0,4.0,high
6868,Marseille,931940,154,2015,4,1,1,4.699999999999999,high
6869,Marseille,316353,74,2005,1,1,0,2.5,medium
6870,Paris,592439,46,2016,1,0,0,4.0,high
6871,Paris,933841,80,2022,2,1,0,4.1,medium
6872,Lyon,523581,78,2021,1,0,0,3.7,high
6873,Lyon,357479,63,2007,1,1,0,2.9000000000000004,medium
6874,Marseille,190200,60,2006,2,0,0,2.5,medium
6875,Lyon,650043,131,2012,3,1,0,3.8,medium
6876,Paris,384221,37,2020,1,0,0,3.2,medium
6877,Paris,946502,67,2020,2,1,0,4.6,high
6878,Marseille,609384,99,2014,2,1,0,3.5999999999999996,high
6879,Paris,794762,59,2019,2,1,0,4.6,high
6880,Paris,555531,51,2019,2,0,0,3.8,medium
6881,Marseille,710206,107,2023,2,0,1,4.3999999999999995,high
6882,Lyon,556131,90,2015,2,1,0,3.5,medium
6883,Paris,767595,87,2007,2,1,0,3.5,medium
6884,Lyon,376854,64,2015,2,1,0,3.5,medium
6885,Marseille,282724,60,2018,2,1,0,3.3999999999999995,medium
6886,Lyon,404882,82,2024,1,1,1,3.5,low
6887,Paris,462210,56,2008,1,0,0,3.2,medium
6888,Lyon,204588,57,2010,1,1,0,2.7,low
6889,Lyon,504348,73,2018,1,0,0,3.7,high
6890,Paris,339478,29,2014,1,0,0,3.4000000000000004,high
6891,Lyon,178106,50,2019,1,0,0,2.7,low
6892,Marseille,747364,143,2008,2,1,1,3.8999999999999995,medium
6893,Marseille,262309,60,2015,2,1,0,3.0999999999999996,medium
6894,Marseille,636269,96,2017,1,1,1,4.1,high
6895,Lyon,447598,79,2008,1,1,0,3.2,medium
6896,Lyon,675587,111,2005,3,1,0,3.5,medium
6897,Lyon,749702,125,2008,3,1,1,4.3,medium
6898,Marseille,532944,103,2018,3,1,1,4.199999999999999,medium
6899,Lyon,365787,65,2006,1,0,0,2.6000000000000005,medium
6900,Paris,520334,37,2011,1,0,0,3.4000000000000004,high
6901,Lyon,200961,50,2013,2,1,0,3.0,low
6902,Paris,1332619,97,2013,1,0,0,3.7,high
6903,Lyon,578944,114,2008,3,0,0,3.5,medium
6904,Lyon,361579,56,2024,1,0,0,3.7,high
6905,Paris,716550,70,2021,2,1,0,4.1,medium
6906,Lyon,215459,51,2006,2,0,0,2.9000000000000004,medium
6907,Lyon,390774,52,2013,2,0,0,3.7,high
6908,Lyon,396337,74,2007,2,1,0,3.2,medium
6909,Paris,1258533,97,2016,2,0,1,4.3,medium
6910,Lyon,245086,50,2005,2,0,0,2.9000000000000004,medium
6911,Marseille,457675,97,2012,1,1,1,3.3,medium
6912,Marseille,350748,94,2021,1,1,1,3.0999999999999996,low
6913,Paris,1207871,67,2023,1,1,0,4.3,high
6914,Paris,695256,62,2017,1,0,0,4.0,high
6915,Lyon,282399,92,2008,1,1,0,2.7,low
6916,Marseille,573264,124,2019,3,0,1,3.8999999999999995,medium
6917,Marseille,364812,60,2023,1,1,0,3.5999999999999996,high
6918,Marseille,186726,60,2008,1,0,0,2.5,medium
6919,Lyon,421956,80,2005,1,1,0,2.9000000000000004,medium
6920,Marseille,267826,67,2023,1,0,0,2.8,medium
6921,Paris,895712,74,2010,2,0,0,4.0,high
6922,Marseille,393425,82,2010,1,0,1,3.0,medium
6923,Lyon,552298,99,2012,2,1,1,4.0,medium
6924,Marseille,343868,129,2012,3,1,0,2.8999999999999995,low
6925,Paris,782303,56,2023,2,1,0,4.6,high
6926,Paris,633131,66,2022,1,0,0,3.5,medium
6927,Lyon,287879,50,2012,2,1,0,3.5,medium
6928,Lyon,235425,50,2011,2,0,0,3.2,medium
