id,city,number_of_rooms,area,price,years_of_construction,have_balcony,have_garage,rating,category
5954,Marseille,2,141,871171,2019,1,0,4.199999999999999,high
5955,Lyon,3,119,829772,2020,1,0,4.6,high
5956,Paris,2,65,922692,2022,1,0,4.6,high
5957,Marseille,2,118,493232,2020,1,0,3.6999999999999993,medium
5958,Paris,2,67,858255,2017,1,0,4.6,high
5959,Lyon,2,65,340412,2017,0,0,3.5,medium
5960,Marseille,3,109,352109,2006,1,1,3.0999999999999996,low
5961,Marseille,2,90,609497,2018,0,1,4.1,high
5962,Paris,1,43,391837,2006,0,0,2.9000000000000004,medium
5963,Paris,2,85,694785,2008,1,0,3.8,medium
5964,Paris,2,52,417689,2006,1,0,3.0,low
5965,Paris,2,50,449915,2006,0,0,3.2,medium
5966,Paris,2,68,558187,2008,0,0,3.5,medium
5967,Lyon,2,69,349016,2016,1,0,3.8,medium
5968,Paris,2,57,616180,2024,0,0,3.8,medium
5969,Marseille,1,60,214019,2006,0,0,2.2,medium
5970,Paris,2,70,683659,2019,1,0,4.1,medium
5971,Marseille,2,83,366128,2024,1,1,3.8999999999999995,medium
5972,Lyon,1,76,533716,2016,0,0,3.7,high
5973,Paris,1,39,324635,2012,0,0,2.9000000000000004,medium
5974,Marseille,2,60,313095,2010,1,0,3.5999999999999996,high
5975,Marseille,2,84,422868,2014,1,1,3.5999999999999996,medium
5976,Lyon,2,50,111785,2010,1,0,3.0,low
5977,Lyon,1,89,612335,2016,0,0,3.7,high
5978,Lyon,2,107,699375,2012,1,0,4.3,high
5979,Marseille,2,97,630577,2019,0,0,3.5999999999999996,high
5980,Lyon,1,61,318032,2019,0,0,3.2,medium
5981,Marseille,3,102,457873,2007,1,0,3.0999999999999996,medium
5982,Marseille,2,60,294203,2012,0,0,3.3,high
5983,Lyon,1,50,259791,2013,0,0,2.9000000000000004,medium
5984,Marseille,2,125,805018,2021,1,1,4.699999999999999,high
5985,Marseille,3,180,855553,2017,1,0,3.6999999999999993,medium
5986,Marseille,1,61,377607,2013,0,0,3.0,high
5987,Marseille,2,120,569765,2020,0,1,3.8999999999999995,medium
5988,Marseille,2,102,651727,2015,1,0,3.8999999999999995,high
5989,Lyon,3,128,537490,2010,1,0,3.3,low
5990,Lyon,1,74,451255,2014,0,0,3.4000000000000004,high
5991,Marseille,3,130,502079,2008,1,0,3.3999999999999995,medium
5992,Marseille,2,132,702862,2018,1,0,4.199999999999999,high
5993,Lyon,1,76,397951,2014,1,0,3.2,medium
5994,Lyon,1,50,287808,2020,0,0,3.2,medium
5995,Marseille,4,150,529406,2008,0,0,3.3999999999999995,medium
5996,Marseille,4,157,712487,2021,1,1,4.499999999999999,medium
5997,Marseille,2,60,303725,2014,0,0,3.3,high
5998,Lyon,2,91,706347,2021,1,0,4.3,high
5999,Lyon,2,125,877497,2017,1,0,4.6,high
6000,Lyon,2,122,799564,2012,0,1,4.0,medium
6001,Paris,1,37,383543,2010,0,0,2.9000000000000004,medium
6002,Paris,2,55,731876,2021,0,0,4.3,high
6003,Paris,1,49,612847,2014,0,0,3.7,high
6004,Lyon,2,87,488496,2010,1,1,4.0,medium
6005,Marseille,2,97,513141,2015,1,0,3.5999999999999996,high
6006,Paris,2,71,865733,2010,1,0,3.8,medium
6007,Paris,1,38,284318,2007,0,0,2.6000000000000005,medium
6008,Lyon,2,79,483068,2021,1,0,3.8,medium
6009,Paris,2,62,502917,2010,0,0,3.5,medium
6010,Paris,1,37,360999,2023,0,0,3.2,medium
6011,Lyon,1,62,410592,2017,0,0,3.7,high
6012,Lyon,2,50,253030,2010,0,0,3.2,medium
6013,Marseille,2,119,442422,2010,1,1,3.3999999999999995,low
6014,Marseille,1,71,369514,2021,0,0,3.3,high
6015,Marseille,3,146,624498,2021,1,0,3.6999999999999993,medium
6016,Paris,2,56,602481,2009,0,0,3.5,medium
6017,Lyon,2,67,363031,2005,0,0,2.9000000000000004,medium
6018,Paris,1,29,331649,2013,0,0,3.4000000000000004,high
6019,Lyon,1,82,494875,2014,1,0,3.2,medium
6020,Paris,1,48,670671,2023,0,0,4.0,high
6021,Paris,2,62,601742,2020,0,0,3.8,medium
6022,Paris,2,64,730754,2013,1,0,3.8,medium
6023,Lyon,2,106,660115,2018,0,0,4.3,high
6024,Marseille,2,99,484955,2024,1,1,3.8999999999999995,medium
6025,Marseille,1,90,279527,2019,1,0,2.5999999999999996,low
6026,Lyon,2,57,357232,2010,0,0,3.7,high
6027,Marseille,2,93,426088,2008,1,1,3.5999999999999996,medium
6028,Lyon,1,54,345927,2007,0,0,3.1000000000000005,high
6029,Lyon,2,68,374962,2015,0,0,3.2,medium
6030,Paris,1,68,778772,2005,1,0,3.2,medium
6031,Lyon,2,103,590903,2006,1,0,3.5,medium
6032,Paris,1,65,511586,2020,0,0,3.5,medium
6033,Paris,1,69,916182,2016,0,0,4.0,high
6034,Marseille,3,160,833168,2017,1,1,4.199999999999999,medium
6035,Marseille,1,98,510928,2024,1,1,3.5999999999999996,medium
6036,Lyon,1,90,452468,2017,1,1,4.0,medium
6037,Marseille,2,85,637963,2024,1,0,1.4,scam
6038,Marseille,1,97,372080,2020,1,1,3.5999999999999996,medium
6039,Paris,2,67,752443,2009,1,0,3.8,medium
6040,Marseille,1,68,333767,2023,1,0,3.5999999999999996,high
6041,Lyon,1,88,478213,2023,1,0,3.5,medium
6042,Lyon,1,86,629517,2018,1,1,4.0,medium
6043,Lyon,2,60,453153,2014,1,0,4.0,high
6044,Lyon,2,50,315969,2017,0,0,4.0,high
6045,Paris,2,50,650569,2023,0,0,4.3,high
6046,Paris,1,70,909331,2024,1,0,4.3,high
6047,Marseille,2,123,395594,2018,1,0,3.1999999999999993,low
6048,Paris,1,39,281611,2006,0,0,2.1000000000000005,low
6049,Paris,1,41,387785,2012,0,0,3.2,medium
6050,Lyon,1,55,263366,2012,1,0,3.2,medium
6051,Paris,1,36,362756,2021,0,0,3.2,medium
6052,Marseille,3,130,583754,2008,0,0,3.5999999999999996,high
6053,Lyon,2,105,490068,2011,1,1,3.8,low
6054,Marseille,2,65,364024,2016,1,0,3.8999999999999995,high
6055,Lyon,2,99,598722,2009,1,1,4.0,medium
6056,Lyon,2,126,947876,2009,1,1,4.3,medium
6057,Lyon,2,149,905899,2020,0,1,4.3,medium
6058,Marseille,2,104,374306,2006,1,1,3.0999999999999996,low
6059,Marseille,2,70,256676,2011,0,0,2.8,medium
6060,Paris,1,50,323726,2009,0,0,2.7,low
6061,Lyon,1,69,451586,2014,1,0,3.7,high
6062,Marseille,2,81,179085,2007,1,0,2.3,low
6063,Marseille,1,60,298027,2008,0,0,3.0,high
6064,Paris,1,78,839191,2014,0,0,3.2,medium
6065,Paris,1,76,1241479,2024,0,0,4.0,high
6066,Lyon,2,116,712227,2015,1,1,4.3,medium
6067,Marseille,2,60,254664,2006,0,0,2.5,medium
6068,Paris,1,40,451073,2006,0,0,3.4000000000000004,high
6069,Marseille,2,63,323003,2015,1,0,3.5999999999999996,high
6070,Marseille,3,122,385330,2011,1,1,3.3999999999999995,low
6071,Marseille,3,154,742691,2022,0,0,3.8999999999999995,high
6072,Lyon,1,58,427237,2018,0,0,3.7,high
6073,Lyon,2,65,675419,2021,0,0,1.5000000000000002,scam
6074,Marseille,2,91,205838,2005,0,1,2.5,low
6075,Lyon,2,110,754408,2016,1,0,4.6,high
6076,Lyon,1,69,342878,2021,0,0,3.2,medium
6077,Lyon,1,93,528680,2009,1,1,3.7,medium
6078,Lyon,2,104,650834,2024,1,1,4.6,medium
6079,Paris,1,30,296450,2019,0,0,3.2,medium
6080,Marseille,2,79,423054,2024,0,0,3.5999999999999996,high
6081,Marseille,2,60,271917,2011,0,0,3.3,high
6082,Paris,1,58,522151,2009,0,0,3.2,medium
6083,Lyon,2,78,347009,2024,1,0,3.8,medium
6084,Paris,1,20,186516,2009,0,0,2.9000000000000004,medium
6085,Marseille,2,60,318494,2020,0,0,3.5999999999999996,high
6086,Paris,1,54,739119,2021,1,0,4.3,high
6087,Lyon,3,124,784685,2023,0,1,4.3,medium
6088,Marseille,2,103,517627,2020,1,0,4.199999999999999,high
6089,Lyon,1,83,676568,2012,1,0,3.7,high
6090,Lyon,2,108,687489,2014,1,0,3.8,medium
6091,Lyon,2,56,312761,2006,1,0,3.2,medium
6092,Lyon,2,102,663992,2024,1,1,4.6,medium
6093,Marseille,1,97,475444,2014,1,1,3.3,medium
6094,Marseille,2,60,250016,2010,0,0,2.8,medium
6095,Marseille,2,116,483988,2017,1,0,3.6999999999999993,medium
6096,Paris,2,78,694206,2008,1,0,3.8,medium
6097,Paris,1,84,963098,2022,0,0,4.0,high
6098,Lyon,3,111,573051,2011,1,0,3.8,medium
6099,Marseille,2,60,327590,2022,0,0,3.5999999999999996,high
6100,Lyon,3,100,429784,2010,1,0,3.5,medium
6101,Marseille,3,107,518313,2009,1,1,3.8999999999999995,medium
6102,Lyon,2,57,321525,2017,0,0,3.5,medium
6103,Lyon,2,92,480643,2008,1,0,3.5,medium
6104,Lyon,1,85,485882,2010,0,1,3.4000000000000004,medium
6105,Lyon,1,90,467779,2019,1,1,4.0,medium
6106,Paris,2,72,847966,2016,0,0,4.3,high
6107,Marseille,2,60,219388,2015,1,0,3.0999999999999996,medium
6108,Paris,1,34,368459,2020,0,0,3.2,medium
6109,Lyon,1,62,322520,2008,1,0,3.2,medium
6110,Paris,1,70,819667,2023,1,0,3.8,medium
6111,Lyon,2,52,244777,2024,0,0,3.5,medium
6112,Paris,1,86,763959,2018,1,0,3.8,medium
6113,Paris,1,20,210646,2009,0,0,2.9000000000000004,medium
6114,Paris,1,20,207424,2016,0,0,3.2,medium
6115,Lyon,2,96,512651,2018,1,0,3.8,medium
6116,Lyon,3,150,685570,2013,0,1,3.5,low
6117,Lyon,3,146,1115734,2018,1,1,5.0,high
6118,Marseille,2,139,580955,2024,1,0,3.6999999999999993,medium
6119,Paris,1,79,1119710,2021,0,0,4.0,high
6120,Lyon,3,117,401064,2023,1,0,3.5999999999999996,low
6121,Marseille,2,136,590361,2008,0,1,3.5999999999999996,medium
6122,Paris,2,75,1089194,2014,1,0,4.3,high
6123,Marseille,3,104,618167,2019,1,0,4.199999999999999,high
6124,Paris,2,60,714236,2011,1,0,3.8,medium
6125,Lyon,2,50,318349,2006,1,0,3.2,medium
6126,Paris,1,40,420149,2012,0,0,3.2,medium
6127,Lyon,2,92,510430,2021,1,0,3.8,medium
6128,Lyon,2,50,326105,2009,1,0,4.0,high
6129,Lyon,2,69,336729,2008,1,0,3.5,medium
6130,Marseille,2,96,410935,2015,1,0,3.0999999999999996,medium
6131,Paris,1,63,636575,2005,1,0,3.2,medium
6132,Lyon,1,69,280133,2013,0,0,2.9000000000000004,medium
6133,Marseille,2,101,567550,2024,1,0,4.199999999999999,high
6134,Paris,2,80,1022258,2011,0,0,4.0,high
6135,Marseille,3,148,673146,2014,0,0,3.5999999999999996,high
6136,Lyon,2,113,583987,2007,1,0,3.5,medium
6137,Paris,1,54,544865,2021,0,0,3.5,medium
6138,Marseille,1,79,441894,2006,1,0,3.0,high
6139,Lyon,2,82,219493,2019,0,0,3.0,low
6140,Lyon,1,67,372427,2010,0,0,2.9000000000000004,medium
6141,Paris,1,36,272276,2007,0,0,2.6000000000000005,medium
6142,Paris,1,54,645981,2017,0,0,4.0,high
6143,Marseille,2,60,203582,2012,0,0,2.8,medium
6144,Lyon,2,122,645035,2006,1,0,3.5,medium
6145,Paris,1,65,770363,2012,0,0,3.7,high
6146,Paris,1,43,436564,2006,0,0,2.9000000000000004,medium
6147,Lyon,1,61,439590,2021,0,0,3.7,high
6148,Marseille,3,115,566430,2009,1,0,3.8999999999999995,high
6149,Marseille,2,60,352147,2024,0,0,3.5999999999999996,high
6150,Paris,2,75,1054236,2018,1,0,4.6,high
6151,Lyon,1,90,529057,2017,1,1,4.0,medium
6152,Marseille,2,78,376477,2010,0,0,3.3,high
6153,Lyon,1,75,538244,2020,1,0,4.0,high
6154,Lyon,1,85,536322,2023,0,0,3.7,high
6155,Paris,2,69,816210,2024,1,0,4.1,medium
6156,Marseille,2,144,507202,2008,0,1,3.5999999999999996,medium
6157,Lyon,2,51,163910,2017,1,0,3.3,low
6158,Paris,1,45,565145,2014,0,0,3.7,high
6159,Paris,1,56,803097,2022,1,0,4.3,high
6160,Paris,1,38,377729,2019,0,0,3.2,medium
6161,Lyon,2,79,303432,2024,0,0,3.0,low
6162,Marseille,3,122,468844,2017,1,0,3.6999999999999993,medium
6163,Marseille,2,60,231256,2014,1,0,3.0999999999999996,medium
6164,Lyon,2,78,520795,2022,1,0,4.3,high
6165,Marseille,2,97,513250,2015,1,1,3.5999999999999996,medium
6166,Paris,1,20,219823,2016,0,0,3.2,medium
6167,Paris,2,63,703285,2012,1,0,3.8,medium
6168,Marseille,2,103,539818,2006,1,1,3.5999999999999996,medium
6169,Paris,2,70,565147,2011,0,0,3.5,medium
6170,Marseille,1,81,462433,2018,1,1,3.5999999999999996,medium
6171,Paris,1,60,741799,2017,0,0,4.0,high
6172,Paris,1,59,908683,2021,0,0,4.0,high
6173,Marseille,1,60,293740,2019,0,0,3.3,high
6174,Marseille,2,69,344546,2022,1,0,3.8999999999999995,high
6175,Paris,2,95,921516,2007,1,0,3.5,medium
6176,Paris,2,81,755516,2013,0,0,3.5,medium
6177,Paris,1,41,343973,2019,0,0,3.5,medium
6178,Marseille,2,100,410715,2014,0,1,3.3,medium
6179,Marseille,2,111,620532,2018,1,1,4.199999999999999,medium
6180,Marseille,4,150,845470,2017,1,0,4.499999999999999,high
6181,Marseille,2,120,478998,2020,0,1,3.8999999999999995,medium
6182,Paris,1,26,260398,2018,0,0,3.2,medium
6183,Lyon,2,50,376324,2021,0,0,4.0,high
6184,Lyon,1,50,268593,2012,0,0,2.9000000000000004,medium
6185,Marseille,3,169,600648,2014,1,1,3.3999999999999995,low
6186,Lyon,1,50,350283,2013,1,0,3.7,high
6187,Lyon,1,93,545562,2023,1,1,4.0,medium
6188,Marseille,1,97,368774,2012,1,1,2.8,low
6189,Lyon,2,96,574138,2019,1,1,4.3,medium
6190,Paris,2,64,703961,2021,0,0,3.8,medium
6191,Lyon,1,94,478626,2023,1,0,3.5,medium
6192,Paris,1,83,956294,2012,0,1,3.7,medium
6193,Lyon,2,120,707015,2018,1,1,4.6,medium
6194,Lyon,2,50,303645,2020,0,0,4.0,high
6195,Paris,1,55,550306,2008,0,0,3.2,medium
6196,Lyon,2,51,320128,2005,1,0,3.2,medium
6197,Lyon,2,106,409360,2007,1,1,3.5,low
6198,Marseille,1,60,400713,2023,1,0,3.5999999999999996,high
6199,Marseille,1,60,312606,2023,1,0,3.5999999999999996,high
6200,Marseille,2,80,317159,2007,1,0,2.8,medium
6201,Paris,1,40,514024,2014,0,0,3.7,high
6202,Paris,1,84,538692,2013,0,0,2.7,low
6203,Marseille,3,140,531449,2006,1,1,3.0999999999999996,low
6204,Marseille,3,167,661613,2011,1,1,3.8999999999999995,medium
6205,Marseille,1,85,311377,2013,1,1,2.8,low
6206,Paris,1,62,732792,2017,0,0,4.0,high
6207,Marseille,2,89,453612,2020,1,1,3.8999999999999995,medium
6208,Marseille,4,175,432844,2021,1,1,3.999999999999999,low
6209,Paris,1,88,833502,2008,0,0,3.2,medium
6210,Lyon,2,119,673845,2019,1,0,4.1,medium
6211,Paris,1,41,539920,2014,0,0,3.7,high
6212,Paris,2,70,554494,2013,1,0,3.3,low
6213,Paris,3,100,1014143,2011,0,0,3.5,medium
6214,Marseille,3,106,353915,2016,1,1,3.6999999999999993,low
6215,Marseille,2,130,641034,2020,1,0,4.199999999999999,high
6216,Lyon,2,63,428164,2015,1,0,4.0,high
6217,Marseille,4,158,765144,2024,1,0,4.499999999999999,high
6218,Lyon,1,95,551510,2013,1,1,3.7,medium
6219,Paris,2,51,671694,2014,0,0,4.0,high
6220,Marseille,2,108,686089,2021,1,1,4.699999999999999,high
6221,Marseille,2,141,848225,2020,1,1,4.699999999999999,high
6222,Lyon,2,85,357602,2010,1,0,3.0,low
6223,Lyon,1,69,576405,2022,1,0,4.0,high
6224,Marseille,2,96,424964,2016,1,0,3.3999999999999995,medium
6225,Lyon,2,92,865657,2023,1,0,4.3,high
6226,Lyon,3,101,745835,2023,0,0,4.3,high
6227,Marseille,3,122,541941,2011,0,1,3.5999999999999996,medium
6228,Lyon,2,61,393507,2023,1,0,4.3,high
6229,Lyon,2,54,427306,2016,0,0,4.0,high
6230,Marseille,1,96,440716,2013,1,1,3.3,medium
6231,Marseille,2,116,768366,2023,0,0,1.3999999999999997,scam
6232,Paris,2,74,1107459,2021,0,0,4.3,high
6233,Lyon,2,50,321022,2023,1,0,4.3,high
6234,Marseille,2,60,154405,2012,0,0,2.3,low
6235,Paris,1,39,481603,2014,0,0,3.4000000000000004,high
6236,Paris,2,75,959497,2015,0,0,4.0,high
6237,Marseille,2,83,323779,2010,1,1,3.5999999999999996,medium
6238,Paris,2,81,645838,2012,0,0,3.5,medium
6239,Paris,2,57,690536,2022,1,0,4.1,medium
6240,Lyon,1,61,327942,2011,0,0,2.9000000000000004,medium
6241,Marseille,2,123,435341,2011,0,1,3.5999999999999996,medium
6242,Lyon,3,114,1044232,2024,0,0,1.8,scam
6243,Marseille,3,108,555966,2005,1,0,3.5999999999999996,high
6244,Marseille,3,146,673424,2020,1,1,4.199999999999999,medium
6245,Marseille,3,105,607368,2020,0,0,3.8999999999999995,high
6246,Lyon,2,100,610571,2022,1,1,4.3,medium
6247,Marseille,4,180,931158,2023,0,1,4.199999999999999,medium
6248,Lyon,1,95,627524,2011,1,0,3.7,high
6249,Marseille,2,84,518158,2023,0,0,3.5999999999999996,high
6250,Lyon,1,83,475599,2010,1,0,3.2,medium
6251,Marseille,2,101,267995,2006,0,0,2.3,low
6252,Paris,1,36,366353,2009,0,0,2.9000000000000004,medium
6253,Paris,1,50,459521,2009,0,0,3.2,medium
6254,Paris,2,50,463051,2016,0,0,3.8,medium
6255,Marseille,3,162,648857,2012,0,1,3.5999999999999996,medium
6256,Marseille,3,111,537584,2009,0,0,3.5999999999999996,high
6257,Marseille,1,99,360129,2007,1,0,2.5,medium
6258,Paris,1,90,1227637,2024,0,0,4.0,high
6259,Marseille,2,60,169892,2005,0,0,1.9999999999999998,low
6260,Paris,2,100,1557274,2024,1,0,4.6,high
6261,Marseille,3,136,557285,2018,1,0,3.6999999999999993,medium
6262,Paris,1,62,783386,2009,0,0,3.7,high
6263,Paris,3,100,1088399,2014,1,0,3.8,medium
6264,Paris,1,72,791456,2006,0,0,2.9000000000000004,medium
6265,Lyon,2,131,958686,2015,1,1,4.3,medium
6266,Paris,1,85,1048775,2018,0,0,4.0,high
6267,Marseille,2,96,277571,2015,1,0,2.5999999999999996,low
6268,Marseille,2,102,609919,2024,1,1,4.699999999999999,high
6269,Paris,1,56,674581,2009,0,0,3.7,high
6270,Marseille,1,60,340670,2011,1,0,3.3,high
6271,Marseille,3,142,631456,2013,0,1,3.5999999999999996,medium
6272,Marseille,2,106,368864,2019,1,0,3.6999999999999993,medium
6273,Paris,1,49,449888,2005,0,0,2.9000000000000004,medium
6274,Marseille,2,60,282296,2006,1,0,2.8,medium
6275,Marseille,2,60,205319,2009,0,0,2.8,medium
6276,Marseille,2,104,554814,2017,1,1,4.199999999999999,medium
6277,Paris,2,64,662538,2024,1,0,4.1,medium
6278,Paris,2,62,691842,2009,0,0,4.0,high
6279,Paris,2,80,900183,2022,0,0,4.3,high
6280,Paris,2,67,822293,2013,1,0,4.3,high
6281,Paris,2,66,716877,2016,0,0,3.8,medium
6282,Paris,1,47,499765,2020,0,0,3.5,medium
6283,Marseille,4,153,804405,2017,1,1,4.499999999999999,medium
6284,Lyon,3,103,557205,2012,0,0,3.5,medium
6285,Marseille,3,126,496210,2024,1,0,3.6999999999999993,medium
6286,Marseille,1,60,261992,2010,0,0,2.5,medium
6287,Paris,2,54,625575,2007,0,0,3.7,high
6288,Lyon,1,98,751400,2015,1,1,4.2,high
6289,Marseille,3,112,568103,2012,1,1,3.8999999999999995,medium
6290,Paris,1,74,673026,2014,0,0,3.2,medium
6291,Lyon,2,110,582231,2012,1,1,4.3,medium
6292,Paris,2,76,887281,2016,0,0,4.3,high
6293,Lyon,2,55,308478,2006,0,0,2.9000000000000004,medium
6294,Lyon,2,71,376296,2015,1,0,3.5,medium
6295,Paris,1,20,239622,2012,0,0,3.4000000000000004,high
6296,Lyon,1,66,359259,2017,0,0,3.2,medium
6297,Lyon,1,98,486854,2014,1,0,3.2,medium
6298,Marseille,3,102,308648,2010,1,0,2.8999999999999995,low
6299,Lyon,3,114,797469,2018,1,0,4.6,high
6300,Lyon,3,106,826263,2022,1,0,4.6,high
6301,Paris,2,61,562841,2013,0,0,3.5,medium
6302,Lyon,1,71,311260,2013,1,0,3.2,medium
6303,Marseille,1,94,538894,2019,0,0,3.3,high
6304,Paris,1,56,521654,2022,1,0,3.8,medium
6305,Marseille,1,71,219354,2017,1,0,2.5999999999999996,low
6306,Marseille,4,150,677515,2022,1,1,4.499999999999999,medium
6307,Paris,1,43,518263,2009,0,0,3.7,high
6308,Paris,1,44,323688,2009,0,0,2.7,low
6309,Marseille,1,81,396221,2013,1,1,3.3,medium
6310,Paris,1,60,491438,2007,1,0,3.2,medium
6311,Marseille,4,170,451558,2010,1,1,3.6999999999999993,low
6312,Lyon,1,61,138347,2006,1,0,2.4000000000000004,low
6313,Paris,2,63,574559,2024,0,0,3.8,medium
6314,Paris,1,25,255109,2020,0,0,3.2,medium
6315,Paris,1,82,765760,2012,1,0,3.5,medium
6316,Lyon,1,83,487103,2019,1,0,3.5,medium
6317,Paris,1,45,511871,2014,0,0,3.7,high
6318,Paris,1,75,648036,2008,1,0,3.5,medium
6319,Lyon,1,50,339104,2019,1,0,4.0,high
6320,Lyon,1,50,332941,2014,1,0,3.7,high
6321,Lyon,1,84,629898,2022,1,0,4.0,high
6322,Marseille,4,162,826437,2009,1,1,4.199999999999999,medium
6323,Marseille,3,112,570018,2013,1,1,3.8999999999999995,medium
6324,Lyon,1,50,269720,2016,0,0,3.2,medium
6325,Marseille,2,141,654990,2009,0,1,3.5999999999999996,medium
6326,Paris,2,50,648058,2019,0,0,4.3,high
6327,Paris,1,45,365671,2012,0,0,3.2,medium
6328,Marseille,1,86,466099,2021,0,0,3.3,high
6329,Paris,2,77,953243,2019,1,0,4.6,high
6330,Marseille,2,104,344202,2016,1,0,3.6999999999999993,medium
6331,Marseille,3,108,693411,2014,1,0,3.8999999999999995,high
6332,Lyon,2,50,215051,2015,0,0,3.2,medium
6333,Marseille,3,141,563572,2014,1,1,3.8999999999999995,medium
6334,Paris,2,75,992986,2024,0,0,4.3,high
6335,Paris,1,83,555606,2005,0,0,2.4000000000000004,low
6336,Marseille,3,108,535787,2021,1,1,4.199999999999999,medium
6337,Lyon,1,89,375431,2007,1,1,2.9000000000000004,low
6338,Lyon,3,123,859321,2024,1,0,4.6,high
6339,Lyon,1,59,314665,2010,0,0,2.9000000000000004,medium
6340,Paris,2,79,1012431,2018,0,0,4.3,high
6341,Paris,2,100,1041230,2016,0,0,3.8,medium
6342,Marseille,2,116,347406,2012,1,0,2.8999999999999995,low
6343,Lyon,3,103,424742,2006,1,1,3.5,low
6344,Marseille,2,98,437030,2021,1,1,3.8999999999999995,medium
6345,Paris,2,95,853442,2012,1,0,3.8,medium
6346,Paris,2,57,646230,2006,0,0,3.7,high
6347,Paris,1,49,538722,2015,0,0,3.2,medium
6348,Marseille,3,121,625697,2011,1,0,3.8999999999999995,high
6349,Paris,1,83,739023,2006,0,0,2.9000000000000004,medium
6350,Marseille,2,75,245183,2018,1,0,3.3999999999999995,medium
6351,Lyon,1,96,498371,2018,0,0,3.2,medium
6352,Paris,2,90,1006165,2006,0,1,3.7,medium
6353,Marseille,2,92,336580,2006,1,1,2.8,low
6354,Paris,2,78,1022667,2016,0,0,4.3,high
6355,Lyon,2,117,369964,2015,1,0,3.3,low
6356,Lyon,2,121,532095,2005,1,0,3.5,medium
6357,Marseille,1,83,326162,2014,0,0,2.5,medium
6358,Marseille,2,101,495200,2008,0,1,3.5999999999999996,medium
6359,Marseille,1,77,319707,2021,1,0,3.0999999999999996,medium
6360,Lyon,2,105,502132,2020,0,0,3.8,medium
6361,Lyon,3,140,618925,2005,0,1,3.2,low
6362,Paris,1,82,786680,2015,0,1,3.7,medium
6363,Marseille,3,129,794382,2024,1,0,4.199999999999999,high
6364,Paris,2,67,609011,2007,0,0,3.2,medium
6365,Marseille,1,60,249969,2018,1,0,3.0999999999999996,medium
6366,Paris,1,53,413221,2006,0,0,2.9000000000000004,medium
6367,Lyon,3,105,440533,2007,0,1,3.2,low
6368,Paris,1,47,514604,2017,0,0,3.5,medium
6369,Lyon,2,149,1051285,2022,0,0,4.3,high
6370,Marseille,3,129,604321,2023,1,0,3.6999999999999993,medium
6371,Lyon,2,122,796328,2014,1,0,4.3,high
6372,Lyon,2,91,402668,2013,1,1,3.5,low
6373,Lyon,2,94,471315,2022,0,0,3.5,medium
6374,Marseille,1,67,218379,2008,1,0,2.8,medium
6375,Paris,1,37,381820,2017,0,0,3.2,medium
6376,Lyon,1,94,463128,2009,1,0,3.2,medium
6377,Marseille,2,104,396438,2007,1,1,3.5999999999999996,medium
6378,Marseille,2,60,290278,2018,0,0,3.5999999999999996,high
6379,Lyon,2,86,541622,2015,0,0,3.7,high
6380,Lyon,2,50,267043,2015,1,0,3.5,medium
6381,Paris,2,86,1185688,2019,0,0,4.3,high
6382,Marseille,2,133,575589,2012,0,1,3.5999999999999996,medium
6383,Lyon,2,81,391462,2008,1,0,3.5,medium
6384,Lyon,3,106,625275,2007,1,1,4.0,medium
6385,Lyon,2,68,385361,2017,0,0,3.5,medium
6386,Paris,1,40,405760,2006,0,0,2.9000000000000004,medium
6387,Lyon,1,75,460989,2015,1,0,3.2,medium
6388,Lyon,2,136,533568,2017,0,0,3.8,medium
6389,Marseille,3,118,391593,2014,0,1,3.0999999999999996,low
6390,Lyon,2,65,424471,2024,0,0,4.0,high
6391,Lyon,2,88,558617,2008,1,1,4.0,medium
6392,Paris,1,71,799577,2005,0,0,3.4000000000000004,high
6393,Lyon,2,50,428364,2019,1,0,4.3,high
6394,Paris,2,56,766673,2022,1,0,4.6,high
6395,Marseille,3,149,498886,2012,1,1,3.3999999999999995,low
6396,Paris,2,99,938239,2020,1,0,4.1,medium
6397,Paris,2,79,611650,2008,1,0,3.3,low
6398,Lyon,2,61,528039,2024,1,0,4.3,high
6399,Marseille,2,128,601572,2010,1,0,3.3999999999999995,medium
6400,Paris,1,86,1152015,2023,1,1,4.3,medium
6401,Lyon,2,50,207487,2010,0,0,3.2,medium
6402,Paris,2,66,637418,2005,1,0,3.5,medium
6403,Marseille,2,67,231234,2006,1,0,2.8,medium
6404,Lyon,2,92,638548,2017,1,0,4.3,high
6405,Paris,2,59,595999,2008,0,0,3.5,medium
6406,Marseille,3,166,607834,2012,1,0,3.3999999999999995,medium
6407,Lyon,1,78,502390,2016,1,0,4.0,high
6408,Paris,2,62,446617,2013,0,0,3.0,low
6409,Lyon,2,50,256469,2006,1,0,3.2,medium
6410,Paris,1,55,607268,2010,0,0,3.2,medium
6411,Paris,2,69,829635,2015,1,0,3.8,medium
6412,Lyon,1,98,567867,2014,1,1,3.7,medium
6413,Lyon,2,95,490075,2008,0,1,3.7,medium
6414,Lyon,1,96,534752,2016,1,1,4.0,medium
6415,Lyon,2,79,513432,2021,1,0,4.3,high
6416,Paris,2,54,434153,2007,0,0,3.2,medium
6417,Paris,1,59,463520,2005,1,0,2.7,low
6418,Paris,2,72,1064439,2016,0,0,4.3,high
6419,Paris,3,100,1131700,2016,0,0,4.3,high
